retailer,urls,record_uuid
CDW,https://www.cdw.com/product/s/5735133,f7b44a13-fca3-4d38-9041-bba7774d4154
CDW,https://www.cdw.com/product/s/1671660,65e78c3e-ef4f-4f94-bfff-29e0bbbc3ae1
CDW,https://www.cdw.com/product/s/8005485,888a9c0b-ebb2-459f-9c25-f440d0581e5a
CDW,https://www.cdw.com/product/s/7982582,c8840751-7048-44f6-8ae3-9b7dd1db7cea
CDW,https://www.cdw.com/product/s/7810839,3825b4e8-7b2a-4550-b11c-56aa53e36d9c
CDW,https://www.cdw.com/product/s/8028529,38de7f99-5fae-4d7a-976c-41f49d8a3864
CDW,https://www.cdw.com/product/s/7918304,ef7c506a-0585-44f0-af63-2e93864294d2
CDW,https://www.cdw.com/product/s/7895754,58d72f31-3498-4f71-b095-f975af8ee09c
CDW,https://www.cdw.com/product/s/7990149,9da456e7-b47a-4329-a4fb-cd1ee5a15bae
CDW,https://www.cdw.com/product/s/7560110,ee813117-8b0b-4041-9198-e47f6df84442
CDW,https://www.cdw.com/product/s/7746849,67ca9a7f-dc98-44bc-9cbf-928567e2ceab
CDW,https://www.cdw.com/product/s/8021486,c9bb3933-d858-4b5c-8bf8-09689c7ac8e2
CDW,https://www.cdw.com/product/s/8011535,50735ae5-eda8-49bb-a6db-dc3647395e5c
CDW,https://www.cdw.com/product/s/7943405,12d49f56-2d4e-4380-9b79-f788d2d350e8
CDW,https://www.cdw.com/product/s/7895802,228d5315-90a6-4be9-af8d-d14b2e8a1669
CDW,https://www.cdw.com/product/s/7847782,62b735c8-4b50-49bd-9586-9469f2c6c527
CDW,https://www.cdw.com/product/s/7749668,583b5778-4d7c-4760-878e-7b5dfccad7da
CDW,https://www.cdw.com/product/s/7729022,ceb8fa02-6700-44dd-9ff1-3094a14f81ed
CDW,https://www.cdw.com/product/s/7826286,aad33b0f-d19c-4f25-bca0-acf167821fed
CDW,https://www.cdw.com/product/s/7883906,21304710-c12d-4b92-8937-398950d9ffb2
CDW,https://www.cdw.com/product/s/8024655,fca2a3fb-2266-4ec9-af21-efbfc5bbe090
CDW,https://www.cdw.com/product/s/6685665,e8a7abfa-d7cb-4382-b8e1-09b4dafc5a59
CDW,https://www.cdw.com/product/s/8014132,d5c157fb-68bf-4f17-a9f2-88bfba6b019a
CDW,https://www.cdw.com/product/s/7927476,1e647350-6c44-4f7a-b968-d1463f769732
CDW,https://www.cdw.com/product/s/5845538,d6c062b0-8472-409e-832c-b2f0642f1fb6
CDW,https://www.cdw.com/product/s/8007379,f467676f-ce71-4e49-99f4-036a3f2e0fcd
CDW,https://www.cdw.com/product/s/7259433,a87d059b-98e6-411d-afcf-d94642be0727
CDW,https://www.cdw.com/product/s/7114442,eab6dd97-302a-4a1e-acff-f1f0827899fc
CDW,https://www.cdw.com/product/s/7834278,072269f7-f1f7-4bb7-bf66-b594b38a7e62
CDW,https://www.cdw.com/product/s/8022976,d41238d5-b267-430e-930d-440857ef6e41
CDW,https://www.cdw.com/product/s/7697991,3c82294c-8b6d-4efa-913d-b6baa9be7ec7
CDW,https://www.cdw.com/product/s/7700289,d62dc7b9-544a-4342-9458-d92007889d1a
CDW,https://www.cdw.com/product/s/6979299,6c5b8e9d-a455-4df1-9e0c-d6eae97f9ed1
CDW,https://www.cdw.com/product/s/7875657,adaa2c86-5f04-4b00-9108-ff80927cefbc
CDW,https://www.cdw.com/product/s/7322098,17e48231-2d54-46a7-a177-5d1ec17d2850
CDW,https://www.cdw.com/product/s/8006312,23310829-6e63-4867-8468-a4e58e1f5e54
CDW,https://www.cdw.com/product/s/7388824,79f0bd03-fae9-49bd-923b-439427e98652
CDW,https://www.cdw.com/product/s/7903107,0571d14c-191f-41b6-9939-ae1435ec5649
CDW,https://www.cdw.com/product/s/7932658,2bc59f6d-6387-490e-a72b-e26c84c85565
CDW,https://www.cdw.com/product/s/7870641,4d96a70d-0ce8-4691-8ff2-1ee783e269f9
CDW,https://www.cdw.com/product/s/7962147,886442fd-b445-42a8-b0af-348562b4073e
CDW,https://www.cdw.com/product/s/5978073,5fedc2b9-4107-4046-8384-4df79d4d14fe
CDW,https://www.cdw.com/product/s/7293721,c554c57e-a52f-4f49-a12c-83a30f802eac
CDW,https://www.cdw.com/product/s/8009407,97e6eaa2-9729-4720-94a4-336828ecdcef
CDW,https://www.cdw.com/product/s/7621406,1e9d0860-398e-4bd9-a76b-cbb37ccf281c
CDW,https://www.cdw.com/product/s/7977708,de9bcc1a-9888-492f-bf5e-9028153697b7
CDW,https://www.cdw.com/product/s/7985820,0b96c9db-99c3-456e-8d74-ca586c0efa4c
CDW,https://www.cdw.com/product/s/7819912,a39a7093-0454-4942-85fb-e6598e043fbc
CDW,https://www.cdw.com/product/s/7493174,34ad0683-02b1-403b-af97-f63a4e2afa8b
CDW,https://www.cdw.com/product/s/7908297,d34bfd17-3edd-46b7-99ff-fed7f6aa87a1
CDW,https://www.cdw.com/product/s/7832189,0822a035-2386-4c78-836f-5a50dd8b72ea
CDW,https://www.cdw.com/product/s/8025813,ad105ccd-a8d0-4bb4-a363-16ee01ddde3f
CDW,https://www.cdw.com/product/s/7972406,8233edf8-0023-431f-bbc1-e3bba8aa89dc
CDW,https://www.cdw.com/product/s/8010273,9ea0f614-4c43-4e3a-85bf-b4c611b484f6
CDW,https://www.cdw.com/product/s/4857008,cb129c81-578b-4e6c-b132-70c71c2ae762
CDW,https://www.cdw.com/product/s/8008597,fa738ec0-76e4-4efc-9cbf-0e6d2705d51b
CDW,https://www.cdw.com/product/s/8016874,74a3394e-6b1b-433b-99cd-452f75d846ea
CDW,https://www.cdw.com/product/s/8011520,f56e3347-1c00-48b9-b6f5-2f883ac477ba
CDW,https://www.cdw.com/product/s/7583814,b3eb89e9-cc17-452f-80f5-b4aeab81dfa6
CDW,https://www.cdw.com/product/s/8005611,69bbcd33-e33c-4b92-8b58-89ae268354af
CDW,https://www.cdw.com/product/s/8016000,ab73fe76-9918-4cb0-8b6d-80c38d93132f
CDW,https://www.cdw.com/product/s/7775858,f8f669ce-32aa-472b-b1e7-0b20bcd5e3da
CDW,https://www.cdw.com/product/s/7839356,16fe6c81-7f96-45d3-b6e8-88eccde92102
CDW,https://www.cdw.com/product/s/8014986,3823024a-5342-47d7-9f4a-99197a63fddd
CDW,https://www.cdw.com/product/s/7950329,456eb3e6-2d79-4eac-9589-53ea4dcc9803
CDW,https://www.cdw.com/product/s/5343045,d657a097-4d27-41c6-88c6-f6cf30f7bf2a
CDW,https://www.cdw.com/product/s/7812751,60e37fd4-0de2-4b34-a83c-2992508e4225
CDW,https://www.cdw.com/product/s/7361423,6cdac030-8c04-4cd1-b7c4-9d30de0ed891
CDW,https://www.cdw.com/product/s/7809124,e540cac6-ee2c-49a6-b082-49fb6d0eefe7
CDW,https://www.cdw.com/product/s/7949346,29858230-6ba1-46a1-b673-319e970c147e
CDW,https://www.cdw.com/product/s/7980964,77dc009d-e22f-4aec-9d4d-311f88c0d288
CDW,https://www.cdw.com/product/s/8009584,8418f6bb-e7d7-4c97-9ef3-3321e5ff281b
CDW,https://www.cdw.com/product/s/7834197,c730afec-f01e-4f6a-97c8-5e845c8cc287
CDW,https://www.cdw.com/product/s/7560102,6806ff72-2d0d-4444-9063-bfbc176fd635
CDW,https://www.cdw.com/product/s/7757203,1e6fbced-77ce-44c9-878b-1711ffbf5832
CDW,https://www.cdw.com/product/s/7769848,64dfc834-27a7-4c4a-b168-1b02394a8140
CDW,https://www.cdw.com/product/s/8004601,8fd30427-9166-4218-9a8d-57dad0c9dea6
CDW,https://www.cdw.com/product/s/7978523,61285065-7cf0-4fde-910c-6cf8dce2f22d
CDW,https://www.cdw.com/product/s/7948373,f32d385b-65c1-45de-a14f-2b73551dcfd2
CDW,https://www.cdw.com/product/s/6831710,73c9539e-0a65-41b1-a034-fb9db7db7f8c
CDW,https://www.cdw.com/product/s/7886585,039accc6-6510-4815-b0d6-c9a0b8060751
CDW,https://www.cdw.com/product/s/7918309,2f348c30-3f10-4768-a7b4-b30f0e08e6ee
CDW,https://www.cdw.com/product/s/7890302,702f72b9-b302-4e76-9d81-15bce1a62e54
CDW,https://www.cdw.com/product/s/7977702,3d1b6103-5b63-45dc-beb8-482bb3d55326
CDW,https://www.cdw.com/product/s/7422837,c8d47a39-a358-4124-b5d7-8b34cb05cec6
CDW,https://www.cdw.com/product/s/7971687,35e870c1-a58c-4f5c-bf4d-a7c23679c94d
CDW,https://www.cdw.com/product/s/7865776,1e7edf0b-738a-456a-9cb4-d58ba26b44cd
CDW,https://www.cdw.com/product/s/7961450,91fcb198-e069-482a-86aa-e8dbec084974
CDW,https://www.cdw.com/product/s/7776664,fc0caac4-1aa4-48df-a5a2-2f52752605ac
CDW,https://www.cdw.com/product/s/6764801,e740cfe3-c2a2-46f7-9fd8-23e7a33ec2dd
CDW,https://www.cdw.com/product/s/7315585,adb87852-42ec-4969-ab34-091dac577485
CDW,https://www.cdw.com/product/s/7904646,6ec61ac7-a153-4f23-9deb-fbee8c60e75e
CDW,https://www.cdw.com/product/s/7618703,aa4d1d31-2a55-408b-9c0d-9b4e2ce5f7ca
CDW,https://www.cdw.com/product/s/7935922,4e22fcf0-3aa0-46e0-8d50-53fa477c6b13
CDW,https://www.cdw.com/product/s/7962554,b586a04a-ee25-4848-ab47-25998d2c1e81
CDW,https://www.cdw.com/product/s/6365934,12b3d3f3-e544-46f3-8984-59697f7dc05a
CDW,https://www.cdw.com/product/s/7896036,ec5c5c50-832a-460f-b167-c5c6162c3ef4
CDW,https://www.cdw.com/product/s/7698484,ab058820-9678-4787-b044-36f18ac07fb3
CDW,https://www.cdw.com/product/s/7917150,6a39ae50-9397-4df9-b3a1-60fe14733c42
CDW,https://www.cdw.com/product/s/7979383,86505224-7eba-4269-bcf5-9173655a4404
CDW,https://www.cdw.com/product/s/7954403,1f8cf194-0d9f-4be4-bd8c-a9f536cee194
CDW,https://www.cdw.com/product/s/8013535,e17b0833-82c0-46a3-b917-e2e216dee0c9
CDW,https://www.cdw.com/product/s/7992228,b07fa781-a3e6-4622-abdd-76f6af768852
CDW,https://www.cdw.com/product/s/7972802,2f489edd-9058-481f-8ac8-9ed6b1293884
CDW,https://www.cdw.com/product/s/8024120,2c070cd5-8a6e-4b42-b732-1c17a804f095
CDW,https://www.cdw.com/product/s/7825645,4d80d67e-6363-4e79-b783-04617cb0a3ee
CDW,https://www.cdw.com/product/s/7314784,80ea2e47-18f2-41f7-aaa7-4d7cf2652b10
CDW,https://www.cdw.com/product/s/7737559,4500b8ac-50be-40ed-9549-b4d5592a07f0
CDW,https://www.cdw.com/product/s/7980856,f5db87f1-ab8c-4c93-815b-60bae13c2ade
CDW,https://www.cdw.com/product/s/6851778,b05d3596-8d4d-429b-b90a-2c17f581394f
CDW,https://www.cdw.com/product/s/7990727,ca359748-4044-4156-9fa3-c2b26bbe76d0
CDW,https://www.cdw.com/product/s/7958668,538c0a80-a128-477c-89dc-a1cdd66142da
CDW,https://www.cdw.com/product/s/7522214,2cf27566-e54a-45d8-a4af-f8f68d9435ce
CDW,https://www.cdw.com/product/s/7914745,26ece4db-a2b0-448e-b1f8-fd331d844d67
CDW,https://www.cdw.com/product/s/7948357,b7d23208-866d-4a79-9588-c6b90df31922
CDW,https://www.cdw.com/product/s/7929048,568772a4-8b04-4731-b319-2cdb3ca13e24
CDW,https://www.cdw.com/product/s/7895799,d12e805e-9b4f-4a78-b448-9240eba4d19b
CDW,https://www.cdw.com/product/s/7691998,070e32ad-d64e-49c0-b344-e2772e174be5
CDW,https://www.cdw.com/product/s/7783792,854b6be2-4e97-4903-a54a-5e955ee23fea
CDW,https://www.cdw.com/product/s/7976126,dda1ecfa-1389-4c93-bfd4-f2bf98fe6c10
CDW,https://www.cdw.com/product/s/8017841,b7da5a0c-9d3a-48e1-b4a2-28f851ce1d4a
CDW,https://www.cdw.com/product/s/7895765,23c465c6-17f9-45a0-88d4-83df1286b2b0
CDW,https://www.cdw.com/product/s/7885689,ba618496-1055-4844-8a94-3ec3e753f3bf
CDW,https://www.cdw.com/product/s/7749666,0ece1524-29e2-418f-a0cd-51ed6d19cbf6
CDW,https://www.cdw.com/product/s/7719528,7e1267e6-6c9c-4389-bfe7-64422c14430a
CDW,https://www.cdw.com/product/s/7776663,2570bd3d-9e81-48b7-b53a-a2994405aef4
CDW,https://www.cdw.com/product/s/8000580,b17dbaae-6396-43f6-9fe6-098d0f6afa6a
CDW,https://www.cdw.com/product/s/7749674,ba1b20b1-315b-40d5-8905-203467af315f
CDW,https://www.cdw.com/product/s/7954068,4071e596-6873-4207-965f-ebd0bbbb89f3
CDW,https://www.cdw.com/product/s/7509390,5e2dcad3-7e23-4c05-b126-8c8d87e920f7
CDW,https://www.cdw.com/product/s/7233273,aa2161b2-6d41-4b8e-9a60-691e70751802
CDW,https://www.cdw.com/product/s/7939637,d265fb7b-c5d2-4349-b16a-b2d835141c22
CDW,https://www.cdw.com/product/s/7644012,501ecefe-caf6-4704-b937-d712ce7eea56
CDW,https://www.cdw.com/product/s/7806042,8695ca38-9023-48a0-926d-0db20657fb4b
CDW,https://www.cdw.com/product/s/7584545,244291e7-cb46-4126-badc-fd7f4c569a0a
CDW,https://www.cdw.com/product/s/7369778,ff19aaa1-956f-41a4-83ea-3a153de38e63
CDW,https://www.cdw.com/product/s/8005481,64260679-47e5-4320-aa64-2b3d33f0f4f0
CDW,https://www.cdw.com/product/s/6545771,295933df-b5d2-44a6-95ff-ae9469b8d9c0
CDW,https://www.cdw.com/product/s/7812245,5963eeba-673c-4ad7-9ee2-50a6be90dc90
CDW,https://www.cdw.com/product/s/7766244,bd173ace-93f5-412a-ae34-ba255011c928
CDW,https://www.cdw.com/product/s/7950925,1e1d5dc3-2866-473b-8191-99111f6083a4
CDW,https://www.cdw.com/product/s/7812643,3b32a13f-bb7b-45da-9e93-61aa5f5b8b2c
CDW,https://www.cdw.com/product/s/7927661,3345925c-67ec-4930-a817-b8fb77fd38a4
CDW,https://www.cdw.com/product/s/8012963,b530d128-506b-49c3-9895-27b2ed6e1e81
CDW,https://www.cdw.com/product/s/7187540,9ee06fda-18bf-4e4d-b902-9f8632a37f18
CDW,https://www.cdw.com/product/s/8014513,c07e347a-eec9-4bda-8f6c-55a29475483f
CDW,https://www.cdw.com/product/s/7585327,6aa2a10d-257c-4f18-93c8-c32d6bc03d7c
CDW,https://www.cdw.com/product/s/7948381,a92e8049-22e5-483f-b9a9-c0f8c7f2ea69
CDW,https://www.cdw.com/product/s/7932340,fb4c76dc-ba1a-440f-8c40-a8c57acc90dd
CDW,https://www.cdw.com/product/s/7975248,87bb07a7-2a3d-4780-a902-62f8bb19a0f6
CDW,https://www.cdw.com/product/s/7834284,b18fb4a2-6726-44b1-af50-03ee90e51009
CDW,https://www.cdw.com/product/s/7895810,7428f151-4065-44f5-b25a-a75d48105d08
CDW,https://www.cdw.com/product/s/8021891,6e95d7f5-1d9d-44a0-8644-6ffa21296b59
CDW,https://www.cdw.com/product/s/7890118,9b73353f-f198-4fad-b72b-788d5b4ecbda
CDW,https://www.cdw.com/product/s/6616773,d43872f3-bab6-4703-b938-0b2c51b9cccf
CDW,https://www.cdw.com/product/s/7942035,a078c2fa-e314-414b-a70c-bdf01de1be42
CDW,https://www.cdw.com/product/s/8009651,a4e6a465-95f2-4d77-b97d-a1f8652994f3
CDW,https://www.cdw.com/product/s/7581630,a347adc0-07ee-4cd8-b0b3-072cb37378d9
CDW,https://www.cdw.com/product/s/8020245,72ebb8a5-f52b-4794-b48b-50101cadb767
CDW,https://www.cdw.com/product/s/7907843,46cb5eb1-b986-439e-b955-32a2f9f46142
CDW,https://www.cdw.com/product/s/7984737,8df76360-5911-4e06-8dfa-0bf7d2d5c53c
CDW,https://www.cdw.com/product/s/8020290,3bc34008-8de7-4cfd-baf7-d1d0d58b7686
CDW,https://www.cdw.com/product/s/7950341,2a05308a-1578-438f-894f-999bf7403261
CDW,https://www.cdw.com/product/s/7571098,a44ff266-7df5-4c3c-8292-19b78d8ad8e7
CDW,https://www.cdw.com/product/s/7578048,1aea0ed8-7060-4ba2-ba29-64d21eebc7f2
CDW,https://www.cdw.com/product/s/7306169,ca0df289-bb5d-44de-9779-abc477715227
CDW,https://www.cdw.com/product/s/7974370,d95c20d4-7a8d-4bd1-bfca-ec337f7ee50f
CDW,https://www.cdw.com/product/s/8024579,1c8040dc-e26a-4e22-880b-108ccbcdea1a
CDW,https://www.cdw.com/product/s/7958633,4a1700ec-7f05-4603-bdd2-9a0c9fcf8d7b
CDW,https://www.cdw.com/product/s/6454751,b8f9c2e6-1cef-4986-9a8c-d0713116b827
CDW,https://www.cdw.com/product/s/7890865,2dc98fb0-ed0c-4ef1-82f1-079cdb17c150
CDW,https://www.cdw.com/product/s/7963293,76221395-bef0-4dfd-a239-f9b7498fae74
CDW,https://www.cdw.com/product/s/7875256,af365423-a74b-4d40-a42d-d39668ea2b1d
CDW,https://www.cdw.com/product/s/7928459,90e0f063-d559-4e4c-ac43-2c38e96224c0
CDW,https://www.cdw.com/product/s/7817961,099cb342-f330-4859-9ac4-3b50db8007a1
CDW,https://www.cdw.com/product/s/7909791,7afda4d5-9648-4ef2-8753-ee1e77586ebc
CDW,https://www.cdw.com/product/s/7769234,5cc617f8-732f-490e-a049-6981ba6e8a3b
CDW,https://www.cdw.com/product/s/7779772,2a058d9c-7fa6-4338-a766-ec9d8e8f0af4
CDW,https://www.cdw.com/product/s/7969153,ce2f429f-bb06-45c4-bd48-04e67c79a253
CDW,https://www.cdw.com/product/s/7949134,b770832d-6e5b-407c-abed-55f23c3ea4a4
CDW,https://www.cdw.com/product/s/7978375,efbfbd3b-db45-4c4b-aa2c-61108db2c495
CDW,https://www.cdw.com/product/s/7841863,04cef3de-9a9c-4d55-bb11-8279a12267d9
CDW,https://www.cdw.com/product/s/7997685,f4850057-6dd0-488a-b184-fedc0425ec47
CDW,https://www.cdw.com/product/s/7771750,9e5db3dc-8cdb-45e9-8709-c2f53cd207cd
CDW,https://www.cdw.com/product/s/7977830,cf859fa6-9c40-490b-ac0d-56cf9521fd55
CDW,https://www.cdw.com/product/s/7947944,c8e78eef-57f9-4a07-8d6a-44d69a9cc1f4
CDW,https://www.cdw.com/product/s/7921971,54153576-23eb-4309-895a-185e33cbd03f
CDW,https://www.cdw.com/product/s/6857742,df280874-99de-4b3e-b629-9cc593768385
CDW,https://www.cdw.com/product/s/8011891,1d667e0b-44df-4412-bbf8-546c161ef345
CDW,https://www.cdw.com/product/s/6504077,2a014883-b5e6-4bce-966e-75cd84aa8c83
CDW,https://www.cdw.com/product/s/7233283,ecd28299-212f-450f-9233-9e22e250729f
CDW,https://www.cdw.com/product/s/7922985,f626446f-ba7e-438e-bbe0-47a1e1261b7e
CDW,https://www.cdw.com/product/s/7999512,cbf10825-afa4-4634-ab70-c4f6bad1a2aa
CDW,https://www.cdw.com/product/s/7178029,e67e07c6-9569-4e00-8b2a-102c4ec9dd33
CDW,https://www.cdw.com/product/s/7947955,85b1e100-caac-4e5e-acda-a9c5a8c300ee
CDW,https://www.cdw.com/product/s/8005399,c89966ef-fff7-4303-8cba-7a8603880979
CDW,https://www.cdw.com/product/s/7742219,7dd070e6-2aa1-465f-adce-1b5a4b42a706
CDW,https://www.cdw.com/product/s/7997096,90ef4695-d92f-4598-bb10-269741da174b
CDW,https://www.cdw.com/product/s/8009207,8d345d94-105a-4a98-b71c-fd3fff6c348e
CDW,https://www.cdw.com/product/s/7991439,96b13f3c-3d97-409d-9bdb-56fa6134a0e4
CDW,https://www.cdw.com/product/s/7793141,ff01a0c2-bdc9-4286-84f6-3f143fca746a
CDW,https://www.cdw.com/product/s/7927940,ab482558-2a45-47cb-809b-43870969366a
CDW,https://www.cdw.com/product/s/7891602,cfb6ef05-bdb6-4554-bf16-f928be4ceea9
